time,open,high,low,close,55EMA,89EMA,200EMA,Plot
1390788000,558.47998,559.89001,556.16998,559.89001,NaN,NaN,NaN,NaN
1391652000,558.84998,563.70001,555.89001,561.67999,NaN,NaN,NaN,NaN
1391738400,564.81,566.97998,557.92999,558.81,NaN,NaN,NaN,NaN
1391997600,558.78998,566.94,558.59003,566.94,NaN,NaN,NaN,NaN
1392084000,570.13,572.46997,563.81,563.81,NaN,NaN,NaN,NaN
1392170400,566.08002,572.95001,563.96002,572.95001,NaN,NaN,NaN,NaN
1392256800,574.70001,577.85999,572.26001,576.53003,NaN,NaN,NaN,NaN
1392343200,576.65002,580.32001,574.44,576.71997,NaN,NaN,NaN,NaN
1392602400,574.46997,578.40002,571.90002,575.09998,NaN,NaN,NaN,NaN
1392688800,576.12,581.23999,574.76001,581.23999,NaN,NaN,NaN,NaN
1392775200,584.71002,586.21997,581.39001,586.21997,NaN,NaN,NaN,NaN
1392861600,586.84003,589.88,569.22998,575.63,NaN,NaN,NaN,NaN
1392948000,574.95001,579.39001,567.88,576.10999,NaN,NaN,NaN,NaN
1393207200,577.90002,584.02002,575.28998,584.02002,NaN,NaN,NaN,NaN
1393293600,581.84998,593.81,581.84998,593.78003,NaN,NaN,NaN,NaN
1393380000,599.03003,599.54999,591.17999,598.59003,NaN,NaN,NaN,NaN
1393466400,597.46002,605.67999,593.28003,593.28003,NaN,NaN,NaN,NaN
1393552800,594.5,597.77002,588.21997,594.39001,NaN,NaN,NaN,NaN
1393812000,593.73999,594.08002,578.02002,578.02002,NaN,NaN,NaN,NaN
1393898400,571.87,576.53998,567.72998,574.14001,NaN,NaN,NaN,NaN
1393984800,574.14001,581.45001,574.14001,580.42999,NaN,NaN,NaN,NaN
1394071200,580.87,584.84003,579.79999,583.42999,NaN,NaN,NaN,NaN
1394157600,584.96997,588.15002,584.34003,585.96997,NaN,NaN,NaN,NaN
1394416800,586.70001,589.96002,585.95001,589.15997,NaN,NaN,NaN,NaN
1394503200,590.14001,594.59003,587.33002,593.38,NaN,NaN,NaN,NaN
1394589600,596.79999,601.51001,595.21002,595.21002,NaN,NaN,NaN,NaN
1394676000,595.35999,600.64001,593.82001,600.64001,NaN,NaN,NaN,NaN
1394762400,601.40997,605.32001,598.90002,601.78998,NaN,NaN,NaN,NaN
1395021600,605.65997,606.65997,602.71002,605.5,NaN,NaN,NaN,NaN
1395108000,605.09998,610.16998,602.84998,606.78998,NaN,NaN,NaN,NaN
1395194400,606.76001,613.91998,606.65002,613.91998,NaN,NaN,NaN,NaN
1395280800,615.44,616.40997,607.54999,608.77002,NaN,NaN,NaN,NaN
1395367200,608.77002,618.15997,608.77002,611.84003,NaN,NaN,NaN,NaN
1395626400,618.59998,620.66998,615.32001,619.85999,NaN,NaN,NaN,NaN
1395712800,620.33002,622.40002,613.79999,613.79999,NaN,NaN,NaN,NaN
1395799200,615.70001,616.35999,597.81,599.03998,NaN,NaN,NaN,NaN
1395885600,600.16998,603.16998,592.94,602.89001,NaN,NaN,NaN,NaN
1395972000,605.28998,609.13,603.5,607.53003,NaN,NaN,NaN,NaN
1396231200,607.53003,609.71002,602.92999,602.92999,NaN,NaN,NaN,NaN
1396317600,602.28003,603.71997,591.21997,593.13,NaN,NaN,NaN,NaN
1396404000,593.90997,595.63,582.94,590.78003,NaN,NaN,NaN,NaN
1396490400,593.71002,600.31,592.78998,598.08002,NaN,NaN,NaN,NaN
1396576800,598.16998,600.22998,595.96997,600.21002,NaN,NaN,NaN,NaN
1396836000,601.84998,606.75,601.73999,605.31,NaN,NaN,NaN,NaN
1396922400,605.94,607.63,603.52002,604.88,NaN,NaN,NaN,NaN
1397095200,604.88,609.06,601.35999,603.14001,NaN,NaN,NaN,NaN
1397181600,599.15997,601.46997,596.39001,599.28003,NaN,NaN,NaN,NaN
1397440800,601.59003,601.59003,594.90997,594.90997,NaN,NaN,NaN,NaN
1397527200,594.54999,596.60999,583.02002,583.02002,NaN,NaN,NaN,NaN
1397613600,580.40997,581.94,564.88,572.46002,NaN,NaN,NaN,NaN
1397700000,576.96997,580.97998,574,578.78003,NaN,NaN,NaN,NaN
1397786400,578.23999,578.23999,560.34998,560.34998,NaN,NaN,NaN,NaN
1398045600,559.28003,563.27002,552.82001,552.82001,NaN,NaN,NaN,NaN
1398132000,553.90997,567.25,551.25,567.25,NaN,NaN,NaN,NaN
1398218400,566.96997,571.41998,563.76001,565.63,588.013821090909,NaN,NaN,NaN
1398304800,565.33002,567.29999,563.26001,565.38,587.2054703376623,NaN,NaN,NaN
1398391200,565.78003,572.13,565.78003,571.40997,586.641345325603,NaN,NaN,NaN
1398650400,571.71002,573.01001,565,565,585.8684401354028,NaN,NaN,NaN
1398736800,563.25,568.17999,563.03003,567.71002,585.2199251305669,NaN,NaN,NaN
1399255200,567.62,567.94,552.32001,552.67999,584.0577845901895,NaN,NaN,NaN
1399341600,551.46997,551.46997,533.62,543.70001,582.6164354976827,NaN,NaN,NaN
1399428000,545.17999,549.46002,541.48999,547.15997,581.3501331584797,NaN,NaN,NaN
