time,open,high,low,close,55EMA,89EMA,200EMA,Plot
1330048800,426.32,429.42,423.43,423.43,NaN,NaN,NaN,NaN
1330308000,428.72,430.75,426.25,428.41,NaN,NaN,NaN,NaN
1330394400,427.9,428.61,421.65,422.22,NaN,NaN,NaN,NaN
1330480800,422.63,423.64,418.01,423.64,NaN,NaN,NaN,NaN
1330567200,424.75,427.95,422.65,427.95,NaN,NaN,NaN,NaN
1330653600,438.22,439.6,434.62,439.6,NaN,NaN,NaN,NaN
1330912800,439.6,458.55,439.6,458.05,NaN,NaN,NaN,NaN
1330927200,458.04,459.8,457.21,457.21,NaN,NaN,NaN,NaN
1330999200,457.21,468.15,444.99,448.19,NaN,NaN,NaN,NaN
1331013600,448.25,449.24,447.57,448.41,NaN,NaN,NaN,NaN
1331085600,445,445,433.69,442,NaN,NaN,NaN,NaN
1331100000,442.84,444.02,441.06,444.02,NaN,NaN,NaN,NaN
1331172000,444.02,444.02,435.92,437.53,NaN,NaN,NaN,NaN
1331186400,437.68,437.75,431.66,431.66,NaN,NaN,NaN,NaN
1331258400,431.66,435.27,424.43,428.5,NaN,NaN,NaN,NaN
1331272800,428.2,432.33,428.2,432.11,NaN,NaN,NaN,NaN
1331517600,432.11,432.61,423.43,424.56,NaN,NaN,NaN,NaN
1331532000,425.1,428.02,425.1,428.02,NaN,NaN,NaN,NaN
1331604000,428.02,433.66,427.76,427.97,NaN,NaN,NaN,NaN
1331618400,428.2,431.04,428.07,429.39,NaN,NaN,NaN,NaN
1331690400,429.39,437.23,429.39,432.32,NaN,NaN,NaN,NaN
1331704800,432.14,433.86,429.22,433.86,NaN,NaN,NaN,NaN
1331776800,433.86,439.06,430.39,436.53,NaN,NaN,NaN,NaN
1331791200,436.9,442.55,436.9,441.85,NaN,NaN,NaN,NaN
1331863200,441.85,450.32,439.87,442.99,NaN,NaN,NaN,NaN
1331877600,443.51,446.15,438.52,438.52,NaN,NaN,NaN,NaN
1332122400,438.52,440.92,433.6,440.17,NaN,NaN,NaN,NaN
1332136800,440.33,440.89,438.01,438.07,NaN,NaN,NaN,NaN
1332208800,438.07,441.73,435.2,438.52,NaN,NaN,NaN,NaN
1332223200,438.49,440.39,438.29,440.29,NaN,NaN,NaN,NaN
1332295200,440.29,448.25,440.29,448.25,NaN,NaN,NaN,NaN
1332309600,447.92,450.25,445.77,445.77,NaN,NaN,NaN,NaN
1332381600,445.77,448.1,442.44,448.1,NaN,NaN,NaN,NaN
1332396000,447.75,448.92,445.67,445.67,NaN,NaN,NaN,NaN
1332468000,445.67,452,445.67,450.29,NaN,NaN,NaN,NaN
1332482400,450.74,455.16,450.74,454.1,NaN,NaN,NaN,NaN
1332727200,454.1,459.04,451.46,458.95,NaN,NaN,NaN,NaN
1332741600,459.11,459.26,456.52,459.26,NaN,NaN,NaN,NaN
1332813600,459.26,459.26,453.2,455.27,NaN,NaN,NaN,NaN
1332828000,455.2,455.2,445.92,445.92,NaN,NaN,NaN,NaN
1332900000,445.92,447.14,437.05,444.03,NaN,NaN,NaN,NaN
1332914400,444.09,446.32,443.99,446.32,NaN,NaN,NaN,NaN
1332986400,446.32,449.01,443.81,445.11,NaN,NaN,NaN,NaN
1333000800,444.53,444.87,439.47,439.63,NaN,NaN,NaN,NaN
1333072800,439.63,443.74,437.62,438.66,NaN,NaN,NaN,NaN
1333087200,438.8,442.28,438.54,441.03,NaN,NaN,NaN,NaN
1333418400,441.03,445.27,440.23,445.26,NaN,NaN,NaN,NaN
1333432800,444.72,446.14,444.09,445.77,NaN,NaN,NaN,NaN
1333504800,445.77,447.02,441.83,442.4,NaN,NaN,NaN,NaN
1333519200,442.44,442.44,439.27,439.77,NaN,NaN,NaN,NaN
1333591200,439.77,442.72,436.67,442.59,NaN,NaN,NaN,NaN
1333605600,442.35,445.8,441.63,444.93,NaN,NaN,NaN,NaN
1333677600,444.93,450.13,444.93,449.04,NaN,NaN,NaN,NaN
1333692000,449.52,450.23,447.44,447.44,NaN,NaN,NaN,NaN
1333936800,447.44,452.06,447.44,449.54,441.0743636363636,NaN,NaN,NaN
1333951200,449.77,450.73,448.93,450.73,441.41920779220777,NaN,NaN,NaN
1334023200,450.73,455.86,448.91,453.53,441.8517360853432,NaN,NaN,NaN
